complaint_id,text,category,language,urgency,detected_language,emergency_keyword_score,severity_score,text_length,affected_population,repeat_complaint_count,hour_of_day,is_weekend,is_monsoon_season,split
C0170,"Streetlights on the main road are not working, making it very unsafe at night.",Transportation,English,Medium,English,0,0.5,14,0,1,19,0,0,val
C0171,The main road near the school is full of potholes and accidents can happen anytime.,Transportation,English,Low,English,1,0.4,15,0,0,19,0,0,train
C0172,The main road near the school is full of potholes and accidents can happen anytime.,Transportation,English,Medium,English,1,0.6,15,1,3,3,1,0,train
C0173,"Streetlights on the main road are not working, making it very unsafe at night.",Transportation,English,High,English,0,0.7,14,2,2,17,1,0,train
C0174,The bus stop has no proper shelter and people stand on the road in traffic.,Transportation,English,Critical,English,0,0.9,15,2,4,7,0,1,train
C0175,"Streetlights on the main road are not working, making it very unsafe at night.",Transportation,English,High,English,0,0.7,14,1,4,23,0,0,val
C0176,The main road near the school is full of potholes and accidents can happen anytime.,Transportation,English,Medium,English,1,0.6,15,1,2,11,1,1,train
C0177,"Streetlights on the main road are not working, making it very unsafe at night.",Transportation,English,High,English,0,0.7,14,1,3,2,1,0,test
C0178,The bus stop has no proper shelter and people stand on the road in traffic.,Transportation,English,Low,English,0,0.3,15,0,1,23,0,0,train
C0179,The main road near the school is full of potholes and accidents can happen anytime.,Transportation,English,Medium,English,1,0.6,15,0,0,17,0,1,train
C0180,The main road near the school is full of potholes and accidents can happen anytime.,Transportation,English,Medium,English,1,0.6,15,1,1,21,1,0,train
C0181,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,Critical,Hinglish,0,0.9,14,3,4,1,1,1,test
C0182,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,Medium,Hinglish,0,0.5,14,0,1,18,0,0,train
C0183,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,High,Hinglish,1,0.8,16,1,3,3,0,0,train
C0184,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,Low,Hinglish,0,0.3,14,0,1,8,0,1,train
C0185,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,Critical,Hinglish,0,0.9,14,3,1,19,0,1,train
C0186,"Bus stop pe proper shelter nahi है, log road par khade hokar bus ka wait karte हैं.",Transportation,Hinglish,High,Hindi,0,0.7,17,0,3,21,1,0,train
C0187,"Bus stop pe proper shelter nahi है, log road par khade hokar bus ka wait karte हैं.",Transportation,Hinglish,Critical,Hindi,0,0.9,17,1,0,22,1,1,train
C0188,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,Medium,Hinglish,1,0.6,16,0,0,5,1,0,train
C0189,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,Medium,Hinglish,0,0.5,14,1,2,4,1,1,train
C0190,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,Low,Hinglish,1,0.4,16,0,0,16,0,0,train
C0191,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,Medium,Hinglish,1,0.6,16,0,1,11,0,0,train
C0192,"Bus stop pe proper shelter nahi है, log road par khade hokar bus ka wait karte हैं.",Transportation,Hinglish,Medium,Hindi,0,0.5,17,3,2,19,0,0,test
C0193,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,Low,Hinglish,1,0.4,16,0,0,19,0,0,train
C0194,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,High,Hinglish,0,0.7,14,1,3,13,0,0,test
C0195,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,High,Hinglish,1,0.8,16,1,4,16,0,0,train
C0196,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,Low,Hinglish,1,0.4,16,0,1,21,0,0,test
C0197,"Bus stop pe proper shelter nahi है, log road par khade hokar bus ka wait karte हैं.",Transportation,Hinglish,High,Hindi,0,0.7,17,1,2,7,0,0,train
C0198,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,Low,Hinglish,0,0.3,14,0,0,9,1,1,test
C0199,"School ke paas wali main road par bahut potholes hain, kabhi bhi accident ho sakta hai.",Transportation,Hinglish,Medium,Hinglish,1,0.6,16,2,0,9,0,0,train
C0200,"Main road ki streetlights kaam nahi kar rahi, raat me bahut khatra rehta hai.",Transportation,Hinglish,Critical,Hinglish,0,0.9,14,3,1,5,0,0,val
